weighting,portfolio,mean_fwd_ret,t_nw,signal
EW,Q1,0.005482790034873423,1.2955262492968331,techmom_bge
EW,Q2,0.008801712885503863,2.3200869854894783,techmom_bge
EW,Q3,0.008958764608555781,2.318611914817292,techmom_bge
EW,Q4,0.007857935055889725,2.0593018796446225,techmom_bge
EW,Q5,0.004463318580908016,1.0476762809172897,techmom_bge
EW,Q5-Q1,-0.0010194714539654092,-0.6823347982425684,techmom_bge
VW,Q1,-0.01996605208105834,-2.439524284774867,techmom_bge
VW,Q2,0.0013749899587981284,0.27822161187903893,techmom_bge
VW,Q3,0.0014933155753256461,0.33411526061202373,techmom_bge
VW,Q4,0.0009742366318194722,0.16768211232168906,techmom_bge
VW,Q5,-0.007747178316480919,-1.0176029369011428,techmom_bge
VW,Q5-Q1,0.012218873764577415,1.3375985261628445,techmom_bge
EW,Q1,0.004973924158514206,1.2105214459671514,techmom_cls
EW,Q2,0.008164231778768672,2.189720480962042,techmom_cls
EW,Q3,0.008419665339960013,2.172182235452108,techmom_cls
EW,Q4,0.007148014543047518,1.7296462232197691,techmom_cls
EW,Q5,0.006763413873569906,1.6367930863492282,techmom_cls
EW,Q5-Q1,0.0017894897150556991,1.323151694883064,techmom_cls
VW,Q1,-0.016756387657838566,-2.1756672960552845,techmom_cls
VW,Q2,-0.0012633301483308645,-0.22484584224364762,techmom_cls
VW,Q3,0.003186382546549819,0.5734565865632734,techmom_cls
VW,Q4,-0.008182968157339302,-1.1627672796131723,techmom_cls
VW,Q5,-0.00755747218278153,-1.0770089950516821,techmom_cls
VW,Q5-Q1,0.009198915475057034,1.0778866467015273,techmom_cls
